,utterance,speaker,dialogue_act,text,dialogue_id,level
85dialogues/3AiL40.cha,84.0,interviewer,statement,no medium ok .,3AiL40.cha,3.0
86dialogues/3AiL40.cha,85.0,interviewer,statement,tell me about your hobbies .,3AiL40.cha,3.0
87dialogues/3AiL40.cha,86.0,interviewer,yes_no_question,do you have any hobbies ?,3AiL40.cha,3.0
88dialogues/3AiL40.cha,87.0,participant,yes_answers,yes .,3AiL40.cha,3.0
89dialogues/3AiL40.cha,88.0,interviewer,general_other_question,  ?,3AiL40.cha,3.0
90dialogues/3AiL40.cha,89.0,participant,statement,basket ball  .,3AiL40.cha,3.0
91dialogues/3AiL40.cha,90.0,interviewer,statement,basket ball .,3AiL40.cha,3.0
92dialogues/3AiL40.cha,91.0,interviewer,general_other_question,you play basket ball ?,3AiL40.cha,3.0
93dialogues/3AiL40.cha,92.0,participant,yes_answers,yes .,3AiL40.cha,3.0
94dialogues/3AiL40.cha,93.0,interviewer,backchannel_question,yes ?,3AiL40.cha,3.0
95dialogues/3AiL40.cha,94.0,participant,statement,and I'm a coach .,3AiL40.cha,3.0
96dialogues/3AiL40.cha,95.0,interviewer,backchannel_question,yes ?,3AiL40.cha,3.0
97dialogues/3AiL40.cha,96.0,participant,statement,I love basket ball .,3AiL40.cha,3.0
98dialogues/3AiL40.cha,97.0,interviewer,general_other_question,with children ?,3AiL40.cha,3.0
99dialogues/3AiL40.cha,98.0,participant,yes_answers,yes .,3AiL40.cha,3.0
100dialogues/3AiL40.cha,99.0,interviewer,general_other_question,with small children ?,3AiL40.cha,3.0
101dialogues/3AiL40.cha,100.0,interviewer,statement,ah that's nice .,3AiL40.cha,3.0
102dialogues/3AiL40.cha,101.0,participant,statement,hmm twenty ah no twelve years old .,3AiL40.cha,3.0
103dialogues/3AiL40.cha,102.0,interviewer,general_other_question,and how  many  times a week  you  train ?,3AiL40.cha,3.0
104dialogues/3AiL40.cha,103.0,participant,statement,four or five hours in a week .,3AiL40.cha,3.0
105dialogues/3AiL40.cha,104.0,interviewer,general_other_question,and you have enough time to study as well ?,3AiL40.cha,3.0
106dialogues/3AiL40.cha,105.0,interviewer,yes_no_question,do you study a lot at home ?,3AiL40.cha,3.0
107dialogues/3AiL40.cha,106.0,participant,statement,hmm not a lot but I study .,3AiL40.cha,3.0
108dialogues/3AiL40.cha,107.0,interviewer,statement,and you pass  all the Participants    .,3AiL40.cha,3.0
109dialogues/3AiL40.cha,108.0,participant,statement,yes  .,3AiL40.cha,3.0
110dialogues/3AiL40.cha,109.0,interviewer,wh_question,ok hmm what did you do last week end ?,3AiL40.cha,3.0
111dialogues/3AiL40.cha,110.0,participant,general_other_question,I play  a basket ball match „ yes ?,3AiL40.cha,3.0
112dialogues/3AiL40.cha,111.0,participant,statement,in  Wednesday I I went to a disco .,3AiL40.cha,3.0
113dialogues/3AiL40.cha,112.0,interviewer,statement,on Wednesday .,3AiL40.cha,3.0
114dialogues/3AiL40.cha,113.0,interviewer,statement,that's not the week end .,3AiL40.cha,3.0
115dialogues/3AiL40.cha,114.0,interviewer,statement,not my week end .,3AiL40.cha,3.0
116dialogues/3AiL40.cha,115.0,interviewer,statement,my week end does not begin on Wednesday &=laugh .,3AiL40.cha,3.0
117dialogues/3AiL40.cha,116.0,participant,statement,sorry .,3AiL40.cha,3.0
118dialogues/3AiL40.cha,117.0,interviewer,response_acknowledgement,right ok .,3AiL40.cha,3.0
119dialogues/3AiL40.cha,118.0,participant,statement,on Friday I went to a disco with my friends .,3AiL40.cha,3.0
120dialogues/3AiL40.cha,119.0,interviewer,backchannel_acknowledge,uhhuh .,3AiL40.cha,3.0
121dialogues/3AiL40.cha,120.0,participant,statement,and Saturday  /.,3AiL40.cha,3.0
122dialogues/3AiL40.cha,121.0,interviewer,general_other_question,was it at late hour or  ..?,3AiL40.cha,3.0
123dialogues/3AiL40.cha,122.0,interviewer,general_other_question,hmm from what time to what time ?,3AiL40.cha,3.0
124dialogues/3AiL40.cha,123.0,participant,statement,yes hmm from six  in the afternoon  ...,3AiL40.cha,3.0
125dialogues/3AiL40.cha,124.0,interviewer,response_acknowledgement,ok .,3AiL40.cha,3.0
126dialogues/3AiL40.cha,125.0,participant,statement,six and two or three  ...,3AiL40.cha,3.0
127dialogues/3AiL40.cha,126.0,interviewer,statement,ok so it's not too late .,3AiL40.cha,3.0
128dialogues/3AiL40.cha,127.0,participant,no_answers,no .,3AiL40.cha,3.0
129dialogues/3AiL40.cha,128.0,interviewer,statement,well you're not too older either .,3AiL40.cha,3.0
130dialogues/3AiL40.cha,129.0,interviewer,yes_no_question,and do you know what you'll do this  coming summer ?,3AiL40.cha,3.0
131dialogues/3AiL40.cha,130.0,interviewer,wh_question,what you'll do during the summer ?,3AiL40.cha,3.0
132dialogues/3AiL40.cha,131.0,interviewer,statement,I don't know sure .,3AiL40.cha,3.0
133dialogues/3AiL40.cha,132.0,interviewer,statement,I think that  I will go  to the disco &=laugh with my friends .,3AiL40.cha,3.0
134dialogues/3AiL40.cha,133.0,interviewer,statement,no next summer !,3AiL40.cha,3.0
135dialogues/3AiL40.cha,134.0,participant,backchannel_acknowledge,ah !,3AiL40.cha,3.0
136dialogues/3AiL40.cha,135.0,interviewer,statement,you won't spend all summer in a disco I hope .,3AiL40.cha,3.0
137dialogues/3AiL40.cha,136.0,participant,no_answers,no .,3AiL40.cha,3.0
138dialogues/3AiL40.cha,137.0,interviewer,signal_non_understanding,.,3AiL40.cha,3.0
139dialogues/3AiL40.cha,138.0,participant,general_other_question,next summer ?,3AiL40.cha,3.0
140dialogues/3AiL40.cha,139.0,participant,statement,I want to work  ...,3AiL40.cha,3.0
141dialogues/3AiL40.cha,140.0,interviewer,backchannel_acknowledge,uhhuh .,3AiL40.cha,3.0
142dialogues/3AiL40.cha,141.0,participant,statement," , but I don't know &=laugh if I  will work and I will go to the  to a village  ...",3AiL40.cha,3.0
143dialogues/3AiL40.cha,142.0,interviewer,backchannel_acknowledge,uhhuh .,3AiL40.cha,3.0
144dialogues/3AiL40.cha,143.0,participant,statement," , when  no where  my mother  was born .",3AiL40.cha,3.0
145dialogues/3AiL40.cha,144.0,interviewer,response_acknowledgement,ok good .,3AiL40.cha,3.0
146dialogues/3AiL40.cha,145.0,interviewer,general_other_question,would you like to ask me any questions ?,3AiL40.cha,3.0
147dialogues/3AiL40.cha,146.0,participant,general_other_question,any questions for you ?,3AiL40.cha,3.0
148dialogues/3AiL40.cha,147.0,interviewer,yes_answers,yes .,3AiL40.cha,3.0
149dialogues/3AiL40.cha,148.0,participant,statement,pff pff .,3AiL40.cha,3.0
150dialogues/3AiL40.cha,149.0,interviewer,statement,yes I have got two children .,3AiL40.cha,3.0
151dialogues/3AiL40.cha,150.0,participant,general_other_question,two children ?,3AiL40.cha,3.0
152dialogues/3AiL40.cha,151.0,participant,general_other_question,hmm  how years  old ?,3AiL40.cha,3.0
153dialogues/3AiL40.cha,152.0,interviewer,statement,hmm my daughter is eleven and my son is nine .,3AiL40.cha,3.0
154dialogues/3AiL40.cha,153.0,participant,general_other_question,ok  &=breath what are  your job ?,3AiL40.cha,3.0
155dialogues/3AiL40.cha,154.0,interviewer,statement,I'm a teacher at the English Department  at the University of Barcelona .,3AiL40.cha,3.0
156dialogues/3AiL40.cha,155.0,participant,statement,ok like my father .,3AiL40.cha,3.0
157dialogues/3AiL40.cha,156.0,interviewer,wh_question,where does he teach ?,3AiL40.cha,3.0
158dialogues/3AiL40.cha,157.0,interviewer,wh_question,where does he teach ?,3AiL40.cha,3.0
159dialogues/3AiL40.cha,158.0,interviewer,general_other_question,your father ?,3AiL40.cha,3.0
160dialogues/3AiL40.cha,159.0,participant,statement,hmm a  English teacher .,3AiL40.cha,3.0
161dialogues/3AiL40.cha,160.0,interviewer,general_other_question,yeah but where ?,3AiL40.cha,3.0
162dialogues/3AiL40.cha,161.0,participant,statement,no he has an academy .,3AiL40.cha,3.0
163dialogues/3AiL40.cha,162.0,interviewer,statement,ok so your father speaks English .,3AiL40.cha,3.0
164dialogues/3AiL40.cha,163.0,participant,yes_answers,yes .,3AiL40.cha,3.0
165dialogues/3AiL40.cha,164.0,interviewer,statement,and he's taught you English .,3AiL40.cha,3.0
166dialogues/3AiL40.cha,165.0,participant,no_answers,no .,3AiL40.cha,3.0
167dialogues/3AiL40.cha,166.0,interviewer,backchannel_question,no ?,3AiL40.cha,3.0
168dialogues/3AiL40.cha,167.0,interviewer,statement,you don't think he's taught you anything .,3AiL40.cha,3.0
169dialogues/3AiL40.cha,168.0,participant,no_answers,no .,3AiL40.cha,3.0
170dialogues/3AiL40.cha,169.0,interviewer,yes_no_question,are you sure ?,3AiL40.cha,3.0
171dialogues/3AiL40.cha,170.0,participant,yes_answers,yes .,3AiL40.cha,3.0
172dialogues/3AiL40.cha,171.0,interviewer,statement,ok so your father is an English teacher .,3AiL40.cha,3.0
173dialogues/3AiL40.cha,172.0,participant,response_acknowledgement,yes ok .,3AiL40.cha,3.0
174dialogues/3AiL40.cha,173.0,participant,statement,I  he aways  hmm says me that I don't know English .,3AiL40.cha,3.0
175dialogues/3AiL40.cha,174.0,interviewer,statement,&=laugh I'm sure he says &=laugh .,3AiL40.cha,3.0
176dialogues/3AiL40.cha,175.0,participant,statement,and I don't study and  ...,3AiL40.cha,3.0
177dialogues/3AiL40.cha,176.0,interviewer,statement,and he's right .,3AiL40.cha,3.0
178dialogues/3AiL40.cha,177.0,interviewer,statement,you should know much more .,3AiL40.cha,3.0
179dialogues/3AiL40.cha,178.0,interviewer,statement,you could always  know much more .,3AiL40.cha,3.0
1dialogues/2AiL15.cha,0.0,interviewer,general_other_question,ok and you are from ?,2AiL15.cha,2.0
2dialogues/2AiL15.cha,1.0,participant,signal_non_understanding,.,2AiL15.cha,2.0
3dialogues/2AiL15.cha,2.0,interviewer,general_other_question,ok and how old are you Carlos ?,2AiL15.cha,2.0
4dialogues/2AiL15.cha,3.0,participant,spanish,,2AiL15.cha,2.0
5dialogues/2AiL15.cha,4.0,interviewer,general_other_question,yes how old are you ?,2AiL15.cha,2.0
6dialogues/2AiL15.cha,5.0,interviewer,yes_no_question,"are you ten years old or twelve, thirteen ?",2AiL15.cha,2.0
7dialogues/2AiL15.cha,6.0,interviewer,general_other_question,for example I am thirty four and you ?,2AiL15.cha,2.0
8dialogues/2AiL15.cha,7.0,participant,statement,thirty three .,2AiL15.cha,2.0
9dialogues/2AiL15.cha,8.0,interviewer,general_other_question,you are ?,2AiL15.cha,2.0
10dialogues/2AiL15.cha,9.0,interviewer,spanish,,2AiL15.cha,2.0
11dialogues/2AiL15.cha,10.0,participant,spanish,,2AiL15.cha,2.0
12dialogues/2AiL15.cha,11.0,interviewer,general_other_question,yes ok and the name of this school is ?,2AiL15.cha,2.0
13dialogues/2AiL15.cha,12.0,interviewer,statement,this is &Ma  /.,2AiL15.cha,2.0
14dialogues/2AiL15.cha,13.0,participant,statement,Maragall .,2AiL15.cha,2.0
15dialogues/2AiL15.cha,14.0,interviewer,yes_no_question,do you like Maragall ?,2AiL15.cha,2.0
16dialogues/2AiL15.cha,15.0,interviewer,spanish,,2AiL15.cha,2.0
17dialogues/2AiL15.cha,16.0,interviewer,yes_no_question,do you like Maragall school ?,2AiL15.cha,2.0
18dialogues/2AiL15.cha,17.0,participant,spanish,,2AiL15.cha,2.0
19dialogues/2AiL15.cha,18.0,interviewer,yes_no_question,do you like it ?,2AiL15.cha,2.0
20dialogues/2AiL15.cha,19.0,interviewer,spanish,,2AiL15.cha,2.0
21dialogues/2AiL15.cha,20.0,participant,spanish,,2AiL15.cha,2.0
22dialogues/2AiL15.cha,21.0,interviewer,wh_question,ok what do you like about Maragall ?,2AiL15.cha,2.0
23dialogues/2AiL15.cha,22.0,interviewer,spanish,,2AiL15.cha,2.0
24dialogues/2AiL15.cha,23.0,participant,spanish,,2AiL15.cha,2.0
25dialogues/2AiL15.cha,24.0,interviewer,general_other_question,yes and what don't you like ?,2AiL15.cha,2.0
26dialogues/2AiL15.cha,25.0,interviewer,spanish,,2AiL15.cha,2.0
27dialogues/2AiL15.cha,26.0,participant,spanish,,2AiL15.cha,2.0
28dialogues/2AiL15.cha,27.0,interviewer,statement,“the teachers” .,2AiL15.cha,2.0
29dialogues/2AiL15.cha,28.0,interviewer,general_other_question,you don't like the teachers no ?,2AiL15.cha,2.0
30dialogues/2AiL15.cha,29.0,participant,spanish,,2AiL15.cha,2.0
31dialogues/2AiL15.cha,30.0,interviewer,general_other_question,ok hmm so “now it's the time you like” que@s ?,2AiL15.cha,2.0
32dialogues/2AiL15.cha,31.0,interviewer,general_other_question,yes what time did you arrive this morning here ?,2AiL15.cha,2.0
33dialogues/2AiL15.cha,32.0,participant,signal_non_understanding, .,2AiL15.cha,2.0
34dialogues/2AiL15.cha,33.0,interviewer,wh_question,what time did you arrive here ?,2AiL15.cha,2.0
35dialogues/2AiL15.cha,34.0,participant,spanish,,2AiL15.cha,2.0
36dialogues/2AiL15.cha,35.0,interviewer,statement,at  ...,2AiL15.cha,2.0
37dialogues/2AiL15.cha,36.0,participant,statement,   nine .,2AiL15.cha,2.0
38dialogues/2AiL15.cha,37.0,interviewer,spanish,,2AiL15.cha,2.0
39dialogues/2AiL15.cha,38.0,participant,general_other_question,nine thirty ?,2AiL15.cha,2.0
40dialogues/2AiL15.cha,39.0,interviewer,general_other_question,yes  good nine thirty ok and what time is it now ?,2AiL15.cha,2.0
41dialogues/2AiL15.cha,40.0,participant,spanish,,2AiL15.cha,2.0
42dialogues/2AiL15.cha,41.0,interviewer,wh_question,what's this ?,2AiL15.cha,2.0
43dialogues/2AiL15.cha,42.0,interviewer,general_other_question,"ten, eleven or twelve ?",2AiL15.cha,2.0
44dialogues/2AiL15.cha,43.0,participant,statement,"ten, eleven  ...",2AiL15.cha,2.0
45dialogues/2AiL15.cha,44.0,interviewer,general_other_question,now it's eleven forty six no ?,2AiL15.cha,2.0
46dialogues/2AiL15.cha,45.0,interviewer,spanish,,2AiL15.cha,2.0
47dialogues/2AiL15.cha,46.0,interviewer,general_other_question,"ok and  it's the morning right in the after noon, what time will you go home ?",2AiL15.cha,2.0
48dialogues/2AiL15.cha,47.0,interviewer,general_other_question,“in the after noon” what time will you <leave school>  and go to your   ?,2AiL15.cha,2.0
49dialogues/2AiL15.cha,48.0,participant,spanish,,2AiL15.cha,2.0
50dialogues/2AiL15.cha,49.0,interviewer,yes_answers,yes .,2AiL15.cha,2.0
51dialogues/2AiL15.cha,50.0,participant,statement,at (..) two .,2AiL15.cha,2.0
52dialogues/2AiL15.cha,51.0,interviewer,general_other_question,at  ..?,2AiL15.cha,2.0
53dialogues/2AiL15.cha,52.0,participant,statement,   two .,2AiL15.cha,2.0
54dialogues/2AiL15.cha,53.0,interviewer,spanish,,2AiL15.cha,2.0
55dialogues/2AiL15.cha,54.0,participant,spanish,,2AiL15.cha,2.0
56dialogues/2AiL15.cha,55.0,interviewer,general_other_question,uhhuh ok and “at two” what will you do at home ?,2AiL15.cha,2.0
57dialogues/2AiL15.cha,56.0,participant,spanish,,2AiL15.cha,2.0
58dialogues/2AiL15.cha,57.0,interviewer,wh_question,uhhuh what will you do ?,2AiL15.cha,2.0
59dialogues/2AiL15.cha,58.0,interviewer,general_other_question,"will you watch tv, will you play, will you, what will you do ?",2AiL15.cha,2.0
60dialogues/2AiL15.cha,59.0,participant,statement,watch tv .,2AiL15.cha,2.0
61dialogues/2AiL15.cha,60.0,interviewer,statement,watch tv .,2AiL15.cha,2.0
62dialogues/2AiL15.cha,61.0,interviewer,general_other_question,will you eat ?,2AiL15.cha,2.0
63dialogues/2AiL15.cha,62.0,participant,yes_answers,yes .,2AiL15.cha,2.0
64dialogues/2AiL15.cha,63.0,interviewer,general_other_question,now in the “in the evening” what will you do ?,2AiL15.cha,2.0
65dialogues/2AiL15.cha,64.0,participant,signal_non_understanding, .,2AiL15.cha,2.0
66dialogues/2AiL15.cha,65.0,interviewer,spanish,,2AiL15.cha,2.0
67dialogues/2AiL15.cha,66.0,participant,signal_non_understanding, .,2AiL15.cha,2.0
68dialogues/2AiL15.cha,67.0,interviewer,no_answers,no .,2AiL15.cha,2.0
69dialogues/2AiL15.cha,68.0,interviewer,statement, the evening .,2AiL15.cha,2.0
70dialogues/2AiL15.cha,69.0,interviewer,spanish,,2AiL15.cha,2.0
71dialogues/2AiL15.cha,70.0,interviewer,spanish,,2AiL15.cha,2.0
72dialogues/2AiL15.cha,71.0,participant,statement,watch tv .,2AiL15.cha,2.0
73dialogues/2AiL15.cha,72.0,interviewer,repeat_phrase,watch tv ok and what things do you like to do in your free time ?,2AiL15.cha,2.0
74dialogues/2AiL15.cha,73.0,participant,signal_non_understanding, .,2AiL15.cha,2.0
75dialogues/2AiL15.cha,74.0,interviewer,yes_no_question,do you have any hobbies ?,2AiL15.cha,2.0
76dialogues/2AiL15.cha,75.0,participant,spanish,,2AiL15.cha,2.0
77dialogues/2AiL15.cha,76.0,interviewer,wh_question,which ones ?,2AiL15.cha,2.0
78dialogues/2AiL15.cha,77.0,participant,signal_non_understanding, .,2AiL15.cha,2.0
79dialogues/2AiL15.cha,78.0,interviewer,spanish,,2AiL15.cha,2.0
80dialogues/2AiL15.cha,79.0,interviewer,spanish,,2AiL15.cha,2.0
81dialogues/2AiL15.cha,80.0,interviewer,general_other_question,tv ?,2AiL15.cha,2.0
82dialogues/2AiL15.cha,81.0,participant,statement,games computer .,2AiL15.cha,2.0
83dialogues/2AiL15.cha,82.0,interviewer,statement,"games computer, ah  uhhuh .",2AiL15.cha,2.0
84dialogues/2AiL15.cha,83.0,participant,statement,"watch tv, play foot ball .",2AiL15.cha,2.0
85dialogues/2AiL15.cha,84.0,interviewer,general_other_question,uhhuh ok and last week end what did you do ?,2AiL15.cha,2.0
86dialogues/2AiL15.cha,85.0,interviewer,spanish,,2AiL15.cha,2.0
87dialogues/2AiL15.cha,86.0,interviewer,spanish,,2AiL15.cha,2.0
88dialogues/2AiL15.cha,87.0,interviewer,general_other_question, did you do” “què vas fer” ?,2AiL15.cha,2.0
89dialogues/2AiL15.cha,88.0,participant,spanish,,2AiL15.cha,2.0
90dialogues/2AiL15.cha,89.0,interviewer,statement,ah “you went by bicicle” you went .,2AiL15.cha,2.0
91dialogues/2AiL15.cha,90.0,participant,statement,you  went by bicicle hmm in a foot ball  ...,2AiL15.cha,2.0
92dialogues/2AiL15.cha,91.0,interviewer,response_acknowledgement,oh .,2AiL15.cha,2.0
93dialogues/2AiL15.cha,92.0,participant,spanish,,2AiL15.cha,2.0
94dialogues/2AiL15.cha,93.0,interviewer,statement,ok now let's talk about your family eh .,2AiL15.cha,2.0
95dialogues/2AiL15.cha,94.0,interviewer,general_other_question,have you got any brothers or sisters ?,2AiL15.cha,2.0
96dialogues/2AiL15.cha,95.0,participant,statement,one brother .,2AiL15.cha,2.0
97dialogues/2AiL15.cha,96.0,interviewer,wh_question,what's his name ?,2AiL15.cha,2.0
98dialogues/2AiL15.cha,97.0,participant,spanish,,2AiL15.cha,2.0
99dialogues/2AiL15.cha,98.0,interviewer,general_other_question,and how old is he ?,2AiL15.cha,2.0
100dialogues/2AiL15.cha,99.0,participant,signal_non_understanding, .,2AiL15.cha,2.0
