,Unnamed: 0,utterance,speaker,dialogue_act,text,dialogue_id,level
21,22dialogues/3AiL40.cha,21.0,interviewer,yes_answers,yeah .,3AiL40.cha,3.0
22,23dialogues/3AiL40.cha,22.0,participant,statement," , he's  twenty two years old  and he's studying graphic design  ...",3AiL40.cha,3.0
23,24dialogues/3AiL40.cha,23.0,interviewer,backchannel_acknowledge,uhhuh .,3AiL40.cha,3.0
24,25dialogues/3AiL40.cha,24.0,participant,statement,he's in the last hear  and he will be a graphic designer .,3AiL40.cha,3.0
25,26dialogues/3AiL40.cha,25.0,interviewer,wh_question,and what wil you be ?,3AiL40.cha,3.0
26,27dialogues/3AiL40.cha,26.0,participant,statement,&=laugh I will be a pilot .,3AiL40.cha,3.0
27,28dialogues/3AiL40.cha,27.0,interviewer,backchannel_question,really ?,3AiL40.cha,3.0
28,29dialogues/3AiL40.cha,28.0,participant,yes_answers,yes .,3AiL40.cha,3.0
29,30dialogues/3AiL40.cha,29.0,interviewer,general_other_question,a plane pilot ?,3AiL40.cha,3.0
30,31dialogues/3AiL40.cha,30.0,participant,yes_answers,yes .,3AiL40.cha,3.0
31,32dialogues/3AiL40.cha,31.0,interviewer,yes_no_question,are you not afraid of terrorists ?,3AiL40.cha,3.0
32,33dialogues/3AiL40.cha,32.0,participant,statement,&=laugh no .,3AiL40.cha,3.0
33,34dialogues/3AiL40.cha,33.0,interviewer,general_other_question,no &=laugh ?,3AiL40.cha,3.0
34,35dialogues/3AiL40.cha,34.0,participant,statement,one say that I'm a bit crazy .,3AiL40.cha,3.0
35,36dialogues/3AiL40.cha,35.0,interviewer,general_other_question,and you think you are a bit crazy ?,3AiL40.cha,3.0
36,37dialogues/3AiL40.cha,36.0,participant,no_answers,no .,3AiL40.cha,3.0
37,38dialogues/3AiL40.cha,37.0,interviewer,repeat_phrase,no you're not crazy .,3AiL40.cha,3.0
38,39dialogues/3AiL40.cha,38.0,participant,statement,it's  I love fly  .,3AiL40.cha,3.0
39,40dialogues/3AiL40.cha,39.0,interviewer,general_other_question,have you ever  tried ?,3AiL40.cha,3.0
40,41dialogues/3AiL40.cha,40.0,participant,general_other_question,hmm no I  were  a passenger ok ?,3AiL40.cha,3.0
41,42dialogues/3AiL40.cha,41.0,participant,signal_non_understanding,  .,3AiL40.cha,3.0
42,43dialogues/3AiL40.cha,42.0,interviewer,signal_non_understanding,  .,3AiL40.cha,3.0
43,44dialogues/3AiL40.cha,43.0,interviewer,statement,   never had any experience of piloting and: plane or so anything .,3AiL40.cha,3.0
44,45dialogues/3AiL40.cha,44.0,participant,statement,no  never .,3AiL40.cha,3.0
45,46dialogues/3AiL40.cha,45.0,interviewer,wh_question,so why do you like it ?,3AiL40.cha,3.0
46,47dialogues/3AiL40.cha,46.0,interviewer,wh_question,why do you think  you're going to like it ?,3AiL40.cha,3.0
47,48dialogues/3AiL40.cha,47.0,participant,statement,because hmm  you don't fly and  it's   a different experience .,3AiL40.cha,3.0
48,49dialogues/3AiL40.cha,48.0,participant,statement,it's very interesting .,3AiL40.cha,3.0
49,50dialogues/3AiL40.cha,49.0,interviewer,statement,ok good and you're going to be very rich .,3AiL40.cha,3.0
50,51dialogues/3AiL40.cha,50.0,participant,signal_non_understanding, .,3AiL40.cha,3.0
51,52dialogues/3AiL40.cha,51.0,interviewer,statement,you're going to be very  rich  .,3AiL40.cha,3.0
52,53dialogues/3AiL40.cha,52.0,interviewer,wh_question,what do you think ?,3AiL40.cha,3.0
53,54dialogues/3AiL40.cha,53.0,participant,statement,I think so &=laugh .,3AiL40.cha,3.0
54,55dialogues/3AiL40.cha,54.0,interviewer,statement,you think so &=laugh right .,3AiL40.cha,3.0
55,56dialogues/3AiL40.cha,55.0,interviewer,wh_question,which language do you speak at home ?,3AiL40.cha,3.0
56,57dialogues/3AiL40.cha,56.0,participant,statement,Spanish and Catalan .,3AiL40.cha,3.0
57,58dialogues/3AiL40.cha,57.0,interviewer,statement,ok and  your parents speak  ...,3AiL40.cha,3.0
58,59dialogues/3AiL40.cha,58.0,participant,statement,with my mother  speak Spanish  and with my  father and my brother I speak  Catalan .,3AiL40.cha,3.0
59,60dialogues/3AiL40.cha,59.0,interviewer,statement,and you've never been to an English_speaking country .,3AiL40.cha,3.0
60,61dialogues/3AiL40.cha,60.0,participant,statement,no never .,3AiL40.cha,3.0
61,62dialogues/3AiL40.cha,61.0,interviewer,wh_question,and where did you learn your English ?,3AiL40.cha,3.0
62,63dialogues/3AiL40.cha,62.0,participant,statement,in the school .,3AiL40.cha,3.0
63,64dialogues/3AiL40.cha,63.0,interviewer,general_other_question,only ?,3AiL40.cha,3.0
64,65dialogues/3AiL40.cha,64.0,participant,yes_answers,yes .,3AiL40.cha,3.0
65,66dialogues/3AiL40.cha,65.0,interviewer,general_other_question,in this school ?,3AiL40.cha,3.0
66,67dialogues/3AiL40.cha,66.0,participant,statement,no  in the primary school .,3AiL40.cha,3.0
67,68dialogues/3AiL40.cha,67.0,interviewer,wh_question,which primary school ?,3AiL40.cha,3.0
68,69dialogues/3AiL40.cha,68.0,participant,statement,Lavinia .,3AiL40.cha,3.0
69,70dialogues/3AiL40.cha,69.0,interviewer,statement,ok  but you have a very good  hmm accent and very good English I think  for your level .,3AiL40.cha,3.0
70,71dialogues/3AiL40.cha,70.0,interviewer,wh_question,what do you think ?,3AiL40.cha,3.0
71,72dialogues/3AiL40.cha,71.0,interviewer,yes_no_question,do you have good marks ?,3AiL40.cha,3.0
72,73dialogues/3AiL40.cha,72.0,participant,yes_answers,yes .,3AiL40.cha,3.0
73,74dialogues/3AiL40.cha,73.0,interviewer,backchannel_question,yes ?,3AiL40.cha,3.0
74,75dialogues/3AiL40.cha,74.0,interviewer,statement,so you know &=laugh .,3AiL40.cha,3.0
75,76dialogues/3AiL40.cha,75.0,participant,statement,&=laugh .,3AiL40.cha,3.0
76,77dialogues/3AiL40.cha,76.0,interviewer,statement,ok let's go back to your family .,3AiL40.cha,3.0
77,78dialogues/3AiL40.cha,77.0,interviewer,general_other_question,"you've got one brother,  a mother and a father and you live the four of you together ?",3AiL40.cha,3.0
78,79dialogues/3AiL40.cha,78.0,participant,statement,  the last year my brother left home  ...,3AiL40.cha,3.0
79,80dialogues/3AiL40.cha,79.0,interviewer,backchannel_acknowledge,mmhm .,3AiL40.cha,3.0
80,81dialogues/3AiL40.cha,80.0,participant,statement," , and he's living    home with a friend .",3AiL40.cha,3.0
81,82dialogues/3AiL40.cha,81.0,interviewer,statement,ok and hmm so you have your the whole flat for the three of you .,3AiL40.cha,3.0
82,83dialogues/3AiL40.cha,82.0,interviewer,general_other_question,is it a large flat ?,3AiL40.cha,3.0
83,84dialogues/3AiL40.cha,83.0,participant,no_answers,hmm no .,3AiL40.cha,3.0
84,85dialogues/3AiL40.cha,84.0,interviewer,statement,no medium ok .,3AiL40.cha,3.0
85,86dialogues/3AiL40.cha,85.0,interviewer,statement,tell me about your hobbies .,3AiL40.cha,3.0
86,87dialogues/3AiL40.cha,86.0,interviewer,yes_no_question,do you have any hobbies ?,3AiL40.cha,3.0
87,88dialogues/3AiL40.cha,87.0,participant,yes_answers,yes .,3AiL40.cha,3.0
88,89dialogues/3AiL40.cha,88.0,interviewer,general_other_question,  ?,3AiL40.cha,3.0
89,90dialogues/3AiL40.cha,89.0,participant,statement,basket ball  .,3AiL40.cha,3.0
90,91dialogues/3AiL40.cha,90.0,interviewer,statement,basket ball .,3AiL40.cha,3.0
91,92dialogues/3AiL40.cha,91.0,interviewer,general_other_question,you play basket ball ?,3AiL40.cha,3.0
92,93dialogues/3AiL40.cha,92.0,participant,yes_answers,yes .,3AiL40.cha,3.0
93,94dialogues/3AiL40.cha,93.0,interviewer,backchannel_question,yes ?,3AiL40.cha,3.0
94,95dialogues/3AiL40.cha,94.0,participant,statement,and I'm a coach .,3AiL40.cha,3.0
95,96dialogues/3AiL40.cha,95.0,interviewer,backchannel_question,yes ?,3AiL40.cha,3.0
96,97dialogues/3AiL40.cha,96.0,participant,statement,I love basket ball .,3AiL40.cha,3.0
97,98dialogues/3AiL40.cha,97.0,interviewer,general_other_question,with children ?,3AiL40.cha,3.0
98,99dialogues/3AiL40.cha,98.0,participant,yes_answers,yes .,3AiL40.cha,3.0
99,100dialogues/3AiL40.cha,99.0,interviewer,general_other_question,with small children ?,3AiL40.cha,3.0
100,101dialogues/3AiL40.cha,100.0,interviewer,statement,ah that's nice .,3AiL40.cha,3.0
101,102dialogues/3AiL40.cha,101.0,participant,statement,hmm twenty ah no twelve years old .,3AiL40.cha,3.0
102,103dialogues/3AiL40.cha,102.0,interviewer,general_other_question,and how  many  times a week  you  train ?,3AiL40.cha,3.0
103,104dialogues/3AiL40.cha,103.0,participant,statement,four or five hours in a week .,3AiL40.cha,3.0
104,105dialogues/3AiL40.cha,104.0,interviewer,general_other_question,and you have enough time to study as well ?,3AiL40.cha,3.0
105,106dialogues/3AiL40.cha,105.0,interviewer,yes_no_question,do you study a lot at home ?,3AiL40.cha,3.0
106,107dialogues/3AiL40.cha,106.0,participant,statement,hmm not a lot but I study .,3AiL40.cha,3.0
107,108dialogues/3AiL40.cha,107.0,interviewer,statement,and you pass  all the Participants    .,3AiL40.cha,3.0
108,109dialogues/3AiL40.cha,108.0,participant,statement,yes  .,3AiL40.cha,3.0
109,110dialogues/3AiL40.cha,109.0,interviewer,wh_question,ok hmm what did you do last week end ?,3AiL40.cha,3.0
110,111dialogues/3AiL40.cha,110.0,participant,general_other_question,I play  a basket ball match „ yes ?,3AiL40.cha,3.0
111,112dialogues/3AiL40.cha,111.0,participant,statement,in  Wednesday I I went to a disco .,3AiL40.cha,3.0
112,113dialogues/3AiL40.cha,112.0,interviewer,statement,on Wednesday .,3AiL40.cha,3.0
113,114dialogues/3AiL40.cha,113.0,interviewer,statement,that's not the week end .,3AiL40.cha,3.0
114,115dialogues/3AiL40.cha,114.0,interviewer,statement,not my week end .,3AiL40.cha,3.0
115,116dialogues/3AiL40.cha,115.0,interviewer,statement,my week end does not begin on Wednesday &=laugh .,3AiL40.cha,3.0
116,117dialogues/3AiL40.cha,116.0,participant,statement,sorry .,3AiL40.cha,3.0
117,118dialogues/3AiL40.cha,117.0,interviewer,response_acknowledgement,right ok .,3AiL40.cha,3.0
118,119dialogues/3AiL40.cha,118.0,participant,statement,on Friday I went to a disco with my friends .,3AiL40.cha,3.0
119,120dialogues/3AiL40.cha,119.0,interviewer,backchannel_acknowledge,uhhuh .,3AiL40.cha,3.0
120,121dialogues/3AiL40.cha,120.0,participant,statement,and Saturday  /.,3AiL40.cha,3.0
121,122dialogues/3AiL40.cha,121.0,interviewer,general_other_question,was it at late hour or  ..?,3AiL40.cha,3.0
122,123dialogues/3AiL40.cha,122.0,interviewer,general_other_question,hmm from what time to what time ?,3AiL40.cha,3.0
123,124dialogues/3AiL40.cha,123.0,participant,statement,yes hmm from six  in the afternoon  ...,3AiL40.cha,3.0
124,125dialogues/3AiL40.cha,124.0,interviewer,response_acknowledgement,ok .,3AiL40.cha,3.0
125,126dialogues/3AiL40.cha,125.0,participant,statement,six and two or three  ...,3AiL40.cha,3.0
126,127dialogues/3AiL40.cha,126.0,interviewer,statement,ok so it's not too late .,3AiL40.cha,3.0
127,128dialogues/3AiL40.cha,127.0,participant,no_answers,no .,3AiL40.cha,3.0
128,129dialogues/3AiL40.cha,128.0,interviewer,statement,well you're not too older either .,3AiL40.cha,3.0
129,130dialogues/3AiL40.cha,129.0,interviewer,yes_no_question,and do you know what you'll do this  coming summer ?,3AiL40.cha,3.0
130,131dialogues/3AiL40.cha,130.0,interviewer,wh_question,what you'll do during the summer ?,3AiL40.cha,3.0
131,132dialogues/3AiL40.cha,131.0,interviewer,statement,I don't know sure .,3AiL40.cha,3.0
132,133dialogues/3AiL40.cha,132.0,interviewer,statement,I think that  I will go  to the disco &=laugh with my friends .,3AiL40.cha,3.0
133,134dialogues/3AiL40.cha,133.0,interviewer,statement,no next summer !,3AiL40.cha,3.0
134,135dialogues/3AiL40.cha,134.0,participant,backchannel_acknowledge,ah !,3AiL40.cha,3.0
135,136dialogues/3AiL40.cha,135.0,interviewer,statement,you won't spend all summer in a disco I hope .,3AiL40.cha,3.0
136,137dialogues/3AiL40.cha,136.0,participant,no_answers,no .,3AiL40.cha,3.0
137,138dialogues/3AiL40.cha,137.0,interviewer,signal_non_understanding,.,3AiL40.cha,3.0
138,139dialogues/3AiL40.cha,138.0,participant,general_other_question,next summer ?,3AiL40.cha,3.0
139,140dialogues/3AiL40.cha,139.0,participant,statement,I want to work  ...,3AiL40.cha,3.0
140,141dialogues/3AiL40.cha,140.0,interviewer,backchannel_acknowledge,uhhuh .,3AiL40.cha,3.0
141,142dialogues/3AiL40.cha,141.0,participant,statement," , but I don't know &=laugh if I  will work and I will go to the  to a village  ...",3AiL40.cha,3.0
142,143dialogues/3AiL40.cha,142.0,interviewer,backchannel_acknowledge,uhhuh .,3AiL40.cha,3.0
143,144dialogues/3AiL40.cha,143.0,participant,statement," , when  no where  my mother  was born .",3AiL40.cha,3.0
144,145dialogues/3AiL40.cha,144.0,interviewer,response_acknowledgement,ok good .,3AiL40.cha,3.0
145,146dialogues/3AiL40.cha,145.0,interviewer,general_other_question,would you like to ask me any questions ?,3AiL40.cha,3.0
146,147dialogues/3AiL40.cha,146.0,participant,general_other_question,any questions for you ?,3AiL40.cha,3.0
147,148dialogues/3AiL40.cha,147.0,interviewer,yes_answers,yes .,3AiL40.cha,3.0
148,149dialogues/3AiL40.cha,148.0,participant,statement,pff pff .,3AiL40.cha,3.0
149,150dialogues/3AiL40.cha,149.0,interviewer,statement,yes I have got two children .,3AiL40.cha,3.0
150,151dialogues/3AiL40.cha,150.0,participant,general_other_question,two children ?,3AiL40.cha,3.0
151,152dialogues/3AiL40.cha,151.0,participant,general_other_question,hmm  how years  old ?,3AiL40.cha,3.0
152,153dialogues/3AiL40.cha,152.0,interviewer,statement,hmm my daughter is eleven and my son is nine .,3AiL40.cha,3.0
153,154dialogues/3AiL40.cha,153.0,participant,general_other_question,ok  &=breath what are  your job ?,3AiL40.cha,3.0
154,155dialogues/3AiL40.cha,154.0,interviewer,statement,I'm a teacher at the English Department  at the University of Barcelona .,3AiL40.cha,3.0
155,156dialogues/3AiL40.cha,155.0,participant,statement,ok like my father .,3AiL40.cha,3.0
156,157dialogues/3AiL40.cha,156.0,interviewer,wh_question,where does he teach ?,3AiL40.cha,3.0
157,158dialogues/3AiL40.cha,157.0,interviewer,wh_question,where does he teach ?,3AiL40.cha,3.0
158,159dialogues/3AiL40.cha,158.0,interviewer,general_other_question,your father ?,3AiL40.cha,3.0
159,160dialogues/3AiL40.cha,159.0,participant,statement,hmm a  English teacher .,3AiL40.cha,3.0
160,161dialogues/3AiL40.cha,160.0,interviewer,general_other_question,yeah but where ?,3AiL40.cha,3.0
161,162dialogues/3AiL40.cha,161.0,participant,statement,no he has an academy .,3AiL40.cha,3.0
162,163dialogues/3AiL40.cha,162.0,interviewer,statement,ok so your father speaks English .,3AiL40.cha,3.0
163,164dialogues/3AiL40.cha,163.0,participant,yes_answers,yes .,3AiL40.cha,3.0
164,165dialogues/3AiL40.cha,164.0,interviewer,statement,and he's taught you English .,3AiL40.cha,3.0
165,166dialogues/3AiL40.cha,165.0,participant,no_answers,no .,3AiL40.cha,3.0
166,167dialogues/3AiL40.cha,166.0,interviewer,backchannel_question,no ?,3AiL40.cha,3.0
167,168dialogues/3AiL40.cha,167.0,interviewer,statement,you don't think he's taught you anything .,3AiL40.cha,3.0
168,169dialogues/3AiL40.cha,168.0,participant,no_answers,no .,3AiL40.cha,3.0
169,170dialogues/3AiL40.cha,169.0,interviewer,yes_no_question,are you sure ?,3AiL40.cha,3.0
170,171dialogues/3AiL40.cha,170.0,participant,yes_answers,yes .,3AiL40.cha,3.0
171,172dialogues/3AiL40.cha,171.0,interviewer,statement,ok so your father is an English teacher .,3AiL40.cha,3.0
172,173dialogues/3AiL40.cha,172.0,participant,response_acknowledgement,yes ok .,3AiL40.cha,3.0
173,174dialogues/3AiL40.cha,173.0,participant,statement,I  he aways  hmm says me that I don't know English .,3AiL40.cha,3.0
174,175dialogues/3AiL40.cha,174.0,interviewer,statement,&=laugh I'm sure he says &=laugh .,3AiL40.cha,3.0
175,176dialogues/3AiL40.cha,175.0,participant,statement,and I don't study and  ...,3AiL40.cha,3.0
176,177dialogues/3AiL40.cha,176.0,interviewer,statement,and he's right .,3AiL40.cha,3.0
177,178dialogues/3AiL40.cha,177.0,interviewer,statement,you should know much more .,3AiL40.cha,3.0
178,179dialogues/3AiL40.cha,178.0,interviewer,statement,you could always  know much more .,3AiL40.cha,3.0
179,1dialogues/2AiL15.cha,0.0,interviewer,general_other_question,ok and you are from ?,2AiL15.cha,2.0
180,2dialogues/2AiL15.cha,1.0,participant,signal_non_understanding,.,2AiL15.cha,2.0
181,3dialogues/2AiL15.cha,2.0,interviewer,general_other_question,ok and how old are you Carlos ?,2AiL15.cha,2.0
182,4dialogues/2AiL15.cha,3.0,participant,spanish,,2AiL15.cha,2.0
183,5dialogues/2AiL15.cha,4.0,interviewer,general_other_question,yes how old are you ?,2AiL15.cha,2.0
184,6dialogues/2AiL15.cha,5.0,interviewer,yes_no_question,"are you ten years old or twelve, thirteen ?",2AiL15.cha,2.0
185,7dialogues/2AiL15.cha,6.0,interviewer,general_other_question,for example I am thirty four and you ?,2AiL15.cha,2.0
186,8dialogues/2AiL15.cha,7.0,participant,statement,thirty three .,2AiL15.cha,2.0
187,9dialogues/2AiL15.cha,8.0,interviewer,general_other_question,you are ?,2AiL15.cha,2.0
188,10dialogues/2AiL15.cha,9.0,interviewer,spanish,,2AiL15.cha,2.0
189,11dialogues/2AiL15.cha,10.0,participant,spanish,,2AiL15.cha,2.0
190,12dialogues/2AiL15.cha,11.0,interviewer,general_other_question,yes ok and the name of this school is ?,2AiL15.cha,2.0
191,13dialogues/2AiL15.cha,12.0,interviewer,statement,this is &Ma  /.,2AiL15.cha,2.0
192,14dialogues/2AiL15.cha,13.0,participant,statement,Maragall .,2AiL15.cha,2.0
193,15dialogues/2AiL15.cha,14.0,interviewer,yes_no_question,do you like Maragall ?,2AiL15.cha,2.0
194,16dialogues/2AiL15.cha,15.0,interviewer,spanish,,2AiL15.cha,2.0
195,17dialogues/2AiL15.cha,16.0,interviewer,yes_no_question,do you like Maragall school ?,2AiL15.cha,2.0
196,18dialogues/2AiL15.cha,17.0,participant,spanish,,2AiL15.cha,2.0
197,19dialogues/2AiL15.cha,18.0,interviewer,yes_no_question,do you like it ?,2AiL15.cha,2.0
198,20dialogues/2AiL15.cha,19.0,interviewer,spanish,,2AiL15.cha,2.0
199,21dialogues/2AiL15.cha,20.0,participant,spanish,,2AiL15.cha,2.0
200,22dialogues/2AiL15.cha,21.0,interviewer,wh_question,ok what do you like about Maragall ?,2AiL15.cha,2.0
201,23dialogues/2AiL15.cha,22.0,interviewer,spanish,,2AiL15.cha,2.0
202,24dialogues/2AiL15.cha,23.0,participant,spanish,,2AiL15.cha,2.0
203,25dialogues/2AiL15.cha,24.0,interviewer,general_other_question,yes and what don't you like ?,2AiL15.cha,2.0
204,26dialogues/2AiL15.cha,25.0,interviewer,spanish,,2AiL15.cha,2.0
205,27dialogues/2AiL15.cha,26.0,participant,spanish,,2AiL15.cha,2.0
206,28dialogues/2AiL15.cha,27.0,interviewer,statement,“the teachers” .,2AiL15.cha,2.0
207,29dialogues/2AiL15.cha,28.0,interviewer,general_other_question,you don't like the teachers no ?,2AiL15.cha,2.0
208,30dialogues/2AiL15.cha,29.0,participant,spanish,,2AiL15.cha,2.0
209,31dialogues/2AiL15.cha,30.0,interviewer,general_other_question,ok hmm so “now it's the time you like” que@s ?,2AiL15.cha,2.0
210,32dialogues/2AiL15.cha,31.0,interviewer,general_other_question,yes what time did you arrive this morning here ?,2AiL15.cha,2.0
211,33dialogues/2AiL15.cha,32.0,participant,signal_non_understanding, .,2AiL15.cha,2.0
212,34dialogues/2AiL15.cha,33.0,interviewer,wh_question,what time did you arrive here ?,2AiL15.cha,2.0
213,35dialogues/2AiL15.cha,34.0,participant,spanish,,2AiL15.cha,2.0
214,36dialogues/2AiL15.cha,35.0,interviewer,statement,at  ...,2AiL15.cha,2.0
215,37dialogues/2AiL15.cha,36.0,participant,statement,   nine .,2AiL15.cha,2.0
216,38dialogues/2AiL15.cha,37.0,interviewer,spanish,,2AiL15.cha,2.0
217,39dialogues/2AiL15.cha,38.0,participant,general_other_question,nine thirty ?,2AiL15.cha,2.0
218,40dialogues/2AiL15.cha,39.0,interviewer,general_other_question,yes  good nine thirty ok and what time is it now ?,2AiL15.cha,2.0
219,41dialogues/2AiL15.cha,40.0,participant,spanish,,2AiL15.cha,2.0
220,42dialogues/2AiL15.cha,41.0,interviewer,wh_question,what's this ?,2AiL15.cha,2.0
221,43dialogues/2AiL15.cha,42.0,interviewer,general_other_question,"ten, eleven or twelve ?",2AiL15.cha,2.0
222,44dialogues/2AiL15.cha,43.0,participant,statement,"ten, eleven  ...",2AiL15.cha,2.0
223,45dialogues/2AiL15.cha,44.0,interviewer,general_other_question,now it's eleven forty six no ?,2AiL15.cha,2.0
224,46dialogues/2AiL15.cha,45.0,interviewer,spanish,,2AiL15.cha,2.0
225,47dialogues/2AiL15.cha,46.0,interviewer,general_other_question,"ok and  it's the morning right in the after noon, what time will you go home ?",2AiL15.cha,2.0
226,48dialogues/2AiL15.cha,47.0,interviewer,general_other_question,“in the after noon” what time will you <leave school>  and go to your   ?,2AiL15.cha,2.0
227,49dialogues/2AiL15.cha,48.0,participant,spanish,,2AiL15.cha,2.0
228,50dialogues/2AiL15.cha,49.0,interviewer,yes_answers,yes .,2AiL15.cha,2.0
229,51dialogues/2AiL15.cha,50.0,participant,statement,at (..) two .,2AiL15.cha,2.0
230,52dialogues/2AiL15.cha,51.0,interviewer,general_other_question,at  ..?,2AiL15.cha,2.0
231,53dialogues/2AiL15.cha,52.0,participant,statement,   two .,2AiL15.cha,2.0
232,54dialogues/2AiL15.cha,53.0,interviewer,spanish,,2AiL15.cha,2.0
233,55dialogues/2AiL15.cha,54.0,participant,spanish,,2AiL15.cha,2.0
234,56dialogues/2AiL15.cha,55.0,interviewer,general_other_question,uhhuh ok and “at two” what will you do at home ?,2AiL15.cha,2.0
235,57dialogues/2AiL15.cha,56.0,participant,spanish,,2AiL15.cha,2.0
236,58dialogues/2AiL15.cha,57.0,interviewer,wh_question,uhhuh what will you do ?,2AiL15.cha,2.0
237,59dialogues/2AiL15.cha,58.0,interviewer,general_other_question,"will you watch tv, will you play, will you, what will you do ?",2AiL15.cha,2.0
238,60dialogues/2AiL15.cha,59.0,participant,statement,watch tv .,2AiL15.cha,2.0
239,61dialogues/2AiL15.cha,60.0,interviewer,statement,watch tv .,2AiL15.cha,2.0
240,62dialogues/2AiL15.cha,61.0,interviewer,general_other_question,will you eat ?,2AiL15.cha,2.0
241,63dialogues/2AiL15.cha,62.0,participant,yes_answers,yes .,2AiL15.cha,2.0
242,64dialogues/2AiL15.cha,63.0,interviewer,general_other_question,now in the “in the evening” what will you do ?,2AiL15.cha,2.0
243,65dialogues/2AiL15.cha,64.0,participant,signal_non_understanding, .,2AiL15.cha,2.0
244,66dialogues/2AiL15.cha,65.0,interviewer,spanish,,2AiL15.cha,2.0
245,67dialogues/2AiL15.cha,66.0,participant,signal_non_understanding, .,2AiL15.cha,2.0
246,68dialogues/2AiL15.cha,67.0,interviewer,no_answers,no .,2AiL15.cha,2.0
247,69dialogues/2AiL15.cha,68.0,interviewer,statement, the evening .,2AiL15.cha,2.0
248,70dialogues/2AiL15.cha,69.0,interviewer,spanish,,2AiL15.cha,2.0
249,71dialogues/2AiL15.cha,70.0,interviewer,spanish,,2AiL15.cha,2.0
250,72dialogues/2AiL15.cha,71.0,participant,statement,watch tv .,2AiL15.cha,2.0
251,73dialogues/2AiL15.cha,72.0,interviewer,repeat_phrase,watch tv ok and what things do you like to do in your free time ?,2AiL15.cha,2.0
252,74dialogues/2AiL15.cha,73.0,participant,signal_non_understanding, .,2AiL15.cha,2.0
253,75dialogues/2AiL15.cha,74.0,interviewer,yes_no_question,do you have any hobbies ?,2AiL15.cha,2.0
254,76dialogues/2AiL15.cha,75.0,participant,spanish,,2AiL15.cha,2.0
255,77dialogues/2AiL15.cha,76.0,interviewer,wh_question,which ones ?,2AiL15.cha,2.0
256,78dialogues/2AiL15.cha,77.0,participant,signal_non_understanding, .,2AiL15.cha,2.0
257,79dialogues/2AiL15.cha,78.0,interviewer,spanish,,2AiL15.cha,2.0
258,80dialogues/2AiL15.cha,79.0,interviewer,spanish,,2AiL15.cha,2.0
259,81dialogues/2AiL15.cha,80.0,interviewer,general_other_question,tv ?,2AiL15.cha,2.0
260,82dialogues/2AiL15.cha,81.0,participant,statement,games computer .,2AiL15.cha,2.0
261,83dialogues/2AiL15.cha,82.0,interviewer,statement,"games computer, ah  uhhuh .",2AiL15.cha,2.0
262,84dialogues/2AiL15.cha,83.0,participant,statement,"watch tv, play foot ball .",2AiL15.cha,2.0
263,85dialogues/2AiL15.cha,84.0,interviewer,general_other_question,uhhuh ok and last week end what did you do ?,2AiL15.cha,2.0
264,86dialogues/2AiL15.cha,85.0,interviewer,spanish,,2AiL15.cha,2.0
265,87dialogues/2AiL15.cha,86.0,interviewer,spanish,,2AiL15.cha,2.0
266,88dialogues/2AiL15.cha,87.0,interviewer,general_other_question, did you do” “què vas fer” ?,2AiL15.cha,2.0
267,89dialogues/2AiL15.cha,88.0,participant,spanish,,2AiL15.cha,2.0
